Event name,Event type,Event region,Student token,Student state,Attendance State,Attended,Current situation,Institution,Qualification,Year of study,Final year?,Region interests,Created at
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,b29e68b0746bf66017095be35fc7acdb,available,late_withdrawal,FALSE,studying,Victoria University of Wellington,BSc in computer science and mathematics,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-04 10:00:18 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,2133177bf13fe676406c8606342ee7cc,available,registered,TRUE,studying,Victoria University of Wellington,BSc in Computer Graphics,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-04 10:00:35 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,11b3c229b8465955d4f15b758ac5708d,available,registered,FALSE,graduated,Whitireia New Zealand,Graduate Diploma in IT,1,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-04 10:01:28 +1200
Recruitment and Selection,HR Bootcamp,Wellington,c74d46a9f3e62e369553a3fc4feb1e68,available,registered,FALSE,graduated,Victoria University of Wellington,Bcom in Human Resource Management,3,TRUE,"Auckland, Christchurch, Dunedin, PalmerstonNorth, Wellington",2017-08-04 10:01:30 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,2c3c080b8a4d12ee92ef4502c17f2aca,available,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) Electronics & Computer Sys Engineering,1,FALSE,Wellington,2017-08-04 10:02:42 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,dd743269e915947ec8c3c24cc5055a72,hidden,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science,1,FALSE,Wellington,2017-08-04 10:04:53 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,7265b3182f2009f49e2386975d898416,hidden,registered,TRUE,studying,Victoria University of Wellington,BEngHons in Software Engineering,1,FALSE,Wellington,2017-08-04 10:21:32 +1200
Git Masterclass,Code Bootcamp,Wellington,af14ac512124ed06c7bb5661dd1d1263,available,registered,FALSE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,2,FALSE,Wellington,2017-08-04 10:23:38 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,374e4fe3148299bb8df28eb972f9c916,available,late_withdrawal,FALSE,studying,Victoria University of Wellington,BE(hons) in Network Engineering,3,FALSE,Wellington,2017-08-04 10:26:10 +1200
AWS Masterclass,Code Bootcamp,Wellington,4a27076ab7fc5eff978ca09fa18004e7,available,late_withdrawal,FALSE,studying,Wellington Institute of Technology (Weltec),Bachelor of Information Technology Major SE,2,FALSE,Wellington,2017-08-04 10:29:10 +1200
Git Masterclass,Code Bootcamp,Wellington,f397c0d4bf655fdd166e23b446e57bd2,available,registered,FALSE,studying,Victoria University of Wellington,Bsc in Computer Science and Mathematics,2,FALSE,"Auckland, Christchurch, Wellington",2017-08-04 10:29:40 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,f397c0d4bf655fdd166e23b446e57bd2,available,registered,FALSE,studying,Victoria University of Wellington,Bsc in Computer Science and Mathematics,2,FALSE,"Auckland, Christchurch, Wellington",2017-08-04 10:29:44 +1200
AWS Masterclass,Code Bootcamp,Wellington,f397c0d4bf655fdd166e23b446e57bd2,available,registered,FALSE,studying,Victoria University of Wellington,Bsc in Computer Science and Mathematics,2,FALSE,"Auckland, Christchurch, Wellington",2017-08-04 10:29:46 +1200
Agile Masterclass,Code Bootcamp,Wellington,4a27076ab7fc5eff978ca09fa18004e7,available,waitlisted,FALSE,studying,Wellington Institute of Technology (Weltec),Bachelor of Information Technology Major SE,2,FALSE,Wellington,2017-08-04 10:30:28 +1200
Git Masterclass,Code Bootcamp,Wellington,4c20fbe4541d937f4bc2eba175fc678f,available,registered,TRUE,graduated,Victoria University of Wellington,Bachelor of Science majoring in Computer Science and Statistics,1,TRUE,Wellington,2017-08-04 10:33:26 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,4c20fbe4541d937f4bc2eba175fc678f,available,registered,TRUE,graduated,Victoria University of Wellington,Bachelor of Science majoring in Computer Science and Statistics,1,TRUE,Wellington,2017-08-04 10:34:12 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,14af804a3a447deadd1da760e144333d,available,registered,TRUE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, New Plymouth, PalmerstonNorth, Wellington",2017-08-04 10:34:13 +1200
Security 101,Code Bootcamp,Auckland,14af804a3a447deadd1da760e144333d,available,registered,FALSE,studying,Victoria University of Wellington,BE (Hons) in Software Engineering,1,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, New Plymouth, PalmerstonNorth, Wellington",2017-08-04 10:34:41 +1200
Recruitment and Selection,HR Bootcamp,Wellington,aaea7c9715f762aec29a2e09117e1a32,available,registered,FALSE,graduated,Whitireia New Zealand,Post Graduate Diploma in IT,1,TRUE,"Auckland, Christchurch, Wellington",2017-08-04 10:39:30 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,24a60769fbe50b53eaae5590a3479dcd,hidden,registered,FALSE,studying,Victoria University of Wellington,BSc in Computer Science,3,TRUE,"Masterton, New Plymouth, Tauranga, Wellington",2017-08-04 10:42:17 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,66a0df77a35a345f6eb47960f375af51,available,registered,TRUE,studying,Auckland University,Master of Information Technology (Covering papers in Computer Science & Information Systems),4,FALSE,Auckland,2017-08-04 10:51:02 +1200
Security 101,Code Bootcamp,Auckland,10586e1eb870d8ff288fd7f6a79c721a,hidden,registered,TRUE,studying,Auckland University,"BA/BSc in Computer Science, Japanese, Korean",3,FALSE,"Auckland, Tauranga",2017-08-04 10:51:25 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,66a0df77a35a345f6eb47960f375af51,available,registered,TRUE,studying,Auckland University,Master of Information Technology (Covering papers in Computer Science & Information Systems),4,FALSE,Auckland,2017-08-04 10:51:36 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,c07ad9278d25fdef661368bf974a1674,hidden,registered,TRUE,studying,Victoria University of Wellington,BEng (Software Engineering,2,FALSE,"Auckland, Wellington",2017-08-04 11:04:16 +1200
Recruitment and Selection,HR Bootcamp,Wellington,b60c1e8e5b58ffd7e12e7eec2f3eb1bf,available,registered,FALSE,studying,Massey University (Wellington),BSc in Communications,3,TRUE,Wellington,2017-08-04 11:07:02 +1200
Git Masterclass,Code Bootcamp,Wellington,f6b4c4396808c7c4676911cf9682bf64,hidden,registered,FALSE,graduated,Victoria University of Wellington,Bachelor of Science (Computer Science),1,TRUE,,2017-08-04 11:10:18 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,ed46faa0a1aa3dfdef4936796f950bb9,preparing,registered,FALSE,studying,Victoria University of Wellington,BEng(Hons) in Software Engineering,2,FALSE,"Christchurch, Dunedin, Wellington",2017-08-04 11:17:18 +1200
Meet & Greet - WELLINGTON,Career Bootcamp,Wellington,c665edd3d2004fb1f3778cf2b383763f,available,registered,TRUE,studying,Victoria University of Wellington,Marketing & Information Systems,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, PalmerstonNorth, Tauranga, Wellington",2017-08-04 11:27:26 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,f20f2ab19778355ab9c6a550fad101b0,hidden,registered,TRUE,studying,Auckland Institute of Studies,BIT,3,TRUE,Auckland,2017-08-04 11:28:12 +1200
Security 101,Code Bootcamp,Auckland,f6649a911a924ce4b74e6f43a43bd8e7,hidden,registered,TRUE,studying,Auckland University,"BE (Hons) in Computer Systems Engineering, BCom in Marketing & Finance",3,FALSE,"Auckland, Wellington",2017-08-04 11:28:29 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,f20f2ab19778355ab9c6a550fad101b0,hidden,registered,TRUE,studying,Auckland Institute of Studies,BIT,3,TRUE,Auckland,2017-08-04 11:28:36 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,e8047545cfcd9c6c2daa3d5d5ee9c472,preparing,registered,FALSE,studying,Auckland University,BSc in Logic and Computation & Computer Science,5,FALSE,Auckland,2017-08-04 11:29:37 +1200
Security 101,Code Bootcamp,Auckland,e8047545cfcd9c6c2daa3d5d5ee9c472,preparing,registered,TRUE,studying,Auckland University,BSc in Logic and Computation & Computer Science,5,FALSE,Auckland,2017-08-04 11:29:51 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,e8047545cfcd9c6c2daa3d5d5ee9c472,preparing,registered,FALSE,studying,Auckland University,BSc in Logic and Computation & Computer Science,5,FALSE,Auckland,2017-08-04 11:30:10 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,2fd61841d6e668b80c523c8e1649edfd,hidden,registered,TRUE,studying,Auckland University,BE (Hons.) in Computer Systems,3,FALSE,"Auckland, Hamilton, Wellington",2017-08-04 11:31:36 +1200
Security 101,Code Bootcamp,Auckland,2fd61841d6e668b80c523c8e1649edfd,hidden,registered,TRUE,studying,Auckland University,BE (Hons.) in Computer Systems,3,FALSE,"Auckland, Hamilton, Wellington",2017-08-04 11:32:30 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,c715478ead6537a3b7130fa7146efbfb,hidden,registered,TRUE,studying,Auckland University,BE(Hons) in Computer Systems Engineering,3,FALSE,Auckland,2017-08-04 11:33:11 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,2fd61841d6e668b80c523c8e1649edfd,hidden,registered,TRUE,studying,Auckland University,BE (Hons.) in Computer Systems,3,FALSE,"Auckland, Hamilton, Wellington",2017-08-04 11:33:26 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,c715478ead6537a3b7130fa7146efbfb,hidden,late_withdrawal,FALSE,studying,Auckland University,BE(Hons) in Computer Systems Engineering,3,FALSE,Auckland,2017-08-04 11:33:38 +1200
Recruitment and Selection,HR Bootcamp,Wellington,7f3913f4ef775fbd6e97df0f9c94e41e,hidden,registered,FALSE,graduated,Enspiral Dev Academy,"Bootcamp Graduate, Bachelor of Teaching (University of Waikato, 2009), Bachelor of Sport and Leisure (University of Waikato, 2009).",1,TRUE,Wellington,2017-08-04 11:49:43 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,72f3e1a7cd20dadd4d33e99075a6c6ea,hidden,registered,FALSE,graduated,Victoria University of Wellington,BSc (Computer Science),1,TRUE,Wellington,2017-08-04 11:50:36 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,dc1ecd07e99fe1314378e1c7f58d8320,preparing,registered,FALSE,studying,Victoria University of Wellington,BComm,5,FALSE,Wellington,2017-08-04 11:51:40 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,dc1ecd07e99fe1314378e1c7f58d8320,preparing,registered,FALSE,studying,Victoria University of Wellington,BComm,5,FALSE,Wellington,2017-08-04 11:52:23 +1200
AWS Masterclass,Code Bootcamp,Wellington,dc1ecd07e99fe1314378e1c7f58d8320,preparing,registered,FALSE,studying,Victoria University of Wellington,BComm,5,FALSE,Wellington,2017-08-04 11:52:41 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,a9c2dc43998ea39a46b969d1e30d98f0,preparing,registered,FALSE,studying,Auckland University,Bachelor of Engineering in Software Engineering,3,FALSE,Auckland,2017-08-04 12:25:43 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,e4d2952269d5f5a4f4cfd6954b3f44d3,available,registered,FALSE,studying,Victoria University of Wellington,BEng in Software  ,2,FALSE,"Hamilton, Wellington",2017-08-04 12:30:38 +1200
Alphero Design Day - Invite only,Hackfest: Designers,Wellington,7635053de23a10c67a4577215f59abf5,available,registered,TRUE,studying,Massey University (Wellington),BDes(Hons),4,TRUE,Wellington,2017-08-04 12:31:24 +1200
Interview Skills Bootcamp,Career Bootcamp,Wellington,c228c8a120b9eb086bbd918c3d408934,available,registered,TRUE,studying,Victoria University of Wellington,BE Honours in Software Engineering,2,FALSE,"Auckland, Wellington",2017-08-04 12:31:42 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,1233aff75d46121410d5a860ccfed10c,available,registered,TRUE,graduated,Victoria University of Wellington,Bachelor of Science,1,TRUE,Wellington,2017-08-04 12:34:55 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,49d653a2d812df7ab177b278b1ab21ec,available,registered,TRUE,studying,Auckland University,Bsc in Computer Science and Information System,4,TRUE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-04 13:46:26 +1200
Security 101,Code Bootcamp,Auckland,62bc7748b5c49f7602f074aa03bcb1a9,hidden,registered,TRUE,studying,Auckland University,Bsc in Computer Science and Statistics  ,3,TRUE,"Auckland, Hamilton, Tauranga, Wellington",2017-08-04 13:57:56 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,62bc7748b5c49f7602f074aa03bcb1a9,hidden,registered,FALSE,studying,Auckland University,Bsc in Computer Science and Statistics  ,3,TRUE,"Auckland, Hamilton, Tauranga, Wellington",2017-08-04 13:58:33 +1200
Unit Testing with Promapp – the first step to Continuous Delivery,Code Bootcamp,Auckland,62bc7748b5c49f7602f074aa03bcb1a9,hidden,registered,TRUE,studying,Auckland University,Bsc in Computer Science and Statistics  ,3,TRUE,"Auckland, Hamilton, Tauranga, Wellington",2017-08-04 13:58:56 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,55c60f199e80ef95e3f15b64c354f37d,available,late_withdrawal,FALSE,studying,Auckland University,BE in Software,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-04 14:11:01 +1200
Security 101,Code Bootcamp,Auckland,55c60f199e80ef95e3f15b64c354f37d,available,late_withdrawal,FALSE,studying,Auckland University,BE in Software,2,FALSE,"Auckland, Christchurch, Dunedin, Hamilton, Kaitaia, Masterton, New Plymouth, PalmerstonNorth, Tauranga, Wanaka, Wellington",2017-08-04 14:11:18 +1200
Security 101,Code Bootcamp,Auckland,da7be61ace0418ec96b0a8a8502314b8,available,registered,TRUE,studying,Auckland University,BSc in Computer Science and BComm in Infosys/Bus,2,FALSE,"Auckland, Wellington",2017-08-04 14:40:40 +1200
JavaScript Masterclass - repeat of 1 August bootcamp,Code Bootcamp,Wellington,4ad32ae55658c0ed938240d24e31447f,available,registered,TRUE,studying,Victoria University of Wellington,BE(Hons) in Software Engineering,2,FALSE,Wellington,2017-08-04 15:15:29 +1200
Meet & Greet - AUCKLAND,Career Bootcamp,Auckland,ae7d6060c1b10f9693837a6d91bfece9,available,registered,FALSE,studying,Auckland University,BE in Software Engineering,2,FALSE,"Auckland, Christchurch, Dunedin, Wellington",2017-08-04 15:16:05 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,8e8e01fd7d95a5da09cdfef38bd73bee,available,registered,FALSE,studying,Auckland University,Double major in Computer Science and Infosys ,3,FALSE,"Auckland, Wellington",2017-08-04 15:25:41 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,8b8f3d54d89850f68ac78c285aedb80c,available,registered,TRUE,studying,Victoria University of Wellington,Master of Computer Science,1,FALSE,Wellington,2017-08-04 15:26:54 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,16fa4bda3df6de1b57c1393e76a534eb,hidden,registered,TRUE,studying,Auckland University,BE in Software Engineering,2,FALSE,,2017-08-04 16:24:10 +1200
Unit Testing with Promapp – the first step to Continuous Delivery,Code Bootcamp,Auckland,16fa4bda3df6de1b57c1393e76a534eb,hidden,late_withdrawal,FALSE,studying,Auckland University,BE in Software Engineering,2,FALSE,,2017-08-04 16:24:16 +1200
Coding for Android with Kotlin - let’s build a simple app in 90 minutes,Code Bootcamp,Wellington,2d5697614e527a347b981decd9094826,available,late_withdrawal,FALSE,studying,Victoria University of Wellington,Bachelor of Engineering majoring in Software ,1,FALSE,"Auckland, Christchurch, Hamilton, Tauranga, Wellington",2017-08-04 17:04:50 +1200
Toolbox of a Designer,Design Bootcamp,Auckland,13b6e73aa2eaf5f35839c6d845f8790d,hidden,registered,TRUE,studying,Auckland University,"BE BCom in Software Engineering, Eco & Finance",2,FALSE,,2017-08-04 17:09:12 +1200
Security 101,Code Bootcamp,Auckland,13b6e73aa2eaf5f35839c6d845f8790d,hidden,registered,TRUE,studying,Auckland University,"BE BCom in Software Engineering, Eco & Finance",2,FALSE,,2017-08-04 17:09:35 +1200
How Testing Makes You a Better Developer,Code Bootcamp,Auckland,13b6e73aa2eaf5f35839c6d845f8790d,hidden,registered,TRUE,studying,Auckland University,"BE BCom in Software Engineering, Eco & Finance",2,FALSE,,2017-08-04 17:09:44 +1200
Recruitment and Selection,HR Bootcamp,Wellington,c8cb368e31d08634adc20fc1fb323e0a,available,registered,FALSE,studying,Whitireia New Zealand,Graduate Diploma in IT,1,FALSE,Wellington,2017-08-04 17:28:52 +1200
